housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,house_id
39.0,1874.0,411.0,822.0,377.0,2.5038,68300.0,INLAND,19684
15.0,5645.0,830.0,2324.0,769.0,6.6104,330900.0,<1H OCEAN,19228
39.0,1745.0,321.0,901.0,303.0,3.1719,67900.0,INLAND,2121
33.0,2446.0,396.0,1209.0,412.0,4.3958,145600.0,INLAND,13272
30.0,2598.0,757.0,2869.0,769.0,2.1377,142300.0,<1H OCEAN,6644
34.0,1576.0,364.0,1153.0,381.0,2.1955,129700.0,NEAR OCEAN,14875
30.0,2268.0,404.0,1197.0,372.0,7.0813,485300.0,<1H OCEAN,18092
43.0,2862.0,772.0,1878.0,675.0,2.1151,96700.0,INLAND,11883
43.0,1145.0,230.0,586.0,254.0,3.5,267400.0,NEAR OCEAN,17013
12.0,3258.0,421.0,1464.0,435.0,6.5413,332000.0,<1H OCEAN,10480
18.0,6955.0,1882.0,2803.0,1740.0,3.089,141400.0,INLAND,12705
21.0,2845.0,552.0,599.0,250.0,4.3125,495800.0,NEAR OCEAN,9424
24.0,3477.0,462.0,1593.0,484.0,6.8634,276500.0,<1H OCEAN,10586
4.0,3345.0,552.0,1525.0,539.0,6.7962,329100.0,<1H OCEAN,10616
21.0,2333.0,514.0,1308.0,509.0,2.0899,74800.0,INLAND,18785
3.0,39320.0,6210.0,16305.0,5358.0,4.9516,153700.0,INLAND,13140
40.0,1394.0,397.0,689.0,353.0,1.7765,109800.0,INLAND,12472
13.0,2636.0,416.0,1137.0,404.0,7.2118,311500.0,<1H OCEAN,10610
36.0,1575.0,379.0,1036.0,382.0,5.1408,264700.0,NEAR BAY,18225
46.0,1517.0,299.0,879.0,309.0,2.2222,195100.0,NEAR BAY,15893
34.0,1655.0,450.0,870.0,411.0,3.2109,376000.0,NEAR OCEAN,14453
14.0,4453.0,797.0,1817.0,685.0,2.7468,81100.0,INLAND,18846
25.0,1703.0,342.0,775.0,309.0,4.5455,126500.0,INLAND,9061
44.0,1139.0,214.0,470.0,217.0,3.5481,203100.0,NEAR OCEAN,14088
36.0,1166.0,216.0,504.0,203.0,3.5938,122100.0,<1H OCEAN,9512
27.0,2295.0,424.0,1252.0,350.0,3.6182,123200.0,INLAND,9534
20.0,5768.0,1597.0,4853.0,1465.0,3.5387,160400.0,<1H OCEAN,10998
39.0,3615.0,632.0,1571.0,615.0,5.1149,314200.0,NEAR OCEAN,16759
30.0,4238.0,1010.0,1914.0,972.0,3.7632,307000.0,<1H OCEAN,17981
24.0,2171.0,511.0,870.0,442.0,3.194,276300.0,NEAR OCEAN,15281
42.0,412.0,75.0,227.0,75.0,2.5,74200.0,INLAND,19622
43.0,1636.0,324.0,792.0,325.0,3.5562,239200.0,NEAR OCEAN,18512
4.0,6995.0,1151.0,2907.0,1089.0,7.0808,341200.0,<1H OCEAN,3489
20.0,1586.0,187.0,699.0,209.0,6.5483,335000.0,<1H OCEAN,20502
27.0,3658.0,764.0,1278.0,518.0,3.3536,157500.0,NEAR OCEAN,19365
21.0,3250.0,610.0,1978.0,568.0,4.5,234400.0,<1H OCEAN,18441
36.0,1328.0,287.0,823.0,273.0,4.5648,193700.0,<1H OCEAN,3900
19.0,3303.0,584.0,1329.0,569.0,7.521,340400.0,<1H OCEAN,8618
27.0,1146.0,189.0,595.0,197.0,4.5833,198500.0,<1H OCEAN,20455
49.0,1560.0,436.0,1041.0,411.0,2.925,246900.0,<1H OCEAN,17254
52.0,2206.0,478.0,1583.0,456.0,3.7105,250500.0,NEAR BAY,15946
4.0,10002.0,1468.0,5439.0,1397.0,5.0223,152600.0,INLAND,12134
37.0,1871.0,321.0,806.0,294.0,4.0,101400.0,INLAND,19714
20.0,922.0,155.0,361.0,135.0,6.3617,331500.0,<1H OCEAN,18628
23.0,1843.0,273.0,818.0,276.0,4.4695,214700.0,INLAND,13021
17.0,3915.0,742.0,1768.0,688.0,2.375,79800.0,INLAND,20014
35.0,2183.0,363.0,988.0,351.0,5.5922,384400.0,<1H OCEAN,17222
7.0,2245.0,407.0,1016.0,364.0,3.9464,101500.0,INLAND,13998
22.0,2346.0,380.0,1217.0,382.0,5.5248,156300.0,NEAR OCEAN,14926
13.0,984.0,127.0,364.0,119.0,7.5839,426900.0,<1H OCEAN,13185
15.0,2039.0,384.0,1178.0,375.0,3.8672,120100.0,INLAND,16465
21.0,494.0,127.0,489.0,106.0,2.6964,170800.0,NEAR OCEAN,20270
22.0,1408.0,351.0,636.0,294.0,1.8542,333300.0,<1H OCEAN,18018
16.0,4478.0,647.0,1990.0,672.0,5.1473,188400.0,INLAND,19456
10.0,1088.0,203.0,533.0,201.0,3.6597,87500.0,INLAND,2716
37.0,2014.0,505.0,1787.0,515.0,1.5515,54100.0,INLAND,19555
24.0,3983.0,675.0,1568.0,638.0,4.6458,213400.0,<1H OCEAN,11644
52.0,2053.0,281.0,791.0,287.0,10.959,500001.0,NEAR BAY,16012
34.0,3852.0,733.0,1661.0,696.0,4.3269,221300.0,<1H OCEAN,9865
36.0,3583.0,642.0,1711.0,602.0,3.9745,170800.0,NEAR OCEAN,14703
37.0,2088.0,510.0,673.0,390.0,5.1048,500001.0,<1H OCEAN,10739
25.0,1858.0,366.0,1311.0,331.0,2.7083,87800.0,INLAND,11963
29.0,2430.0,448.0,1087.0,394.0,3.0864,177900.0,INLAND,12913
44.0,626.0,256.0,572.0,229.0,1.5909,262500.0,NEAR OCEAN,14337
52.0,1375.0,457.0,1089.0,317.0,2.2344,200000.0,NEAR OCEAN,8233
35.0,1484.0,252.0,916.0,248.0,5.2657,191400.0,<1H OCEAN,11168
30.0,2330.0,422.0,1255.0,449.0,3.8512,134600.0,NEAR OCEAN,17423
37.0,1709.0,278.0,744.0,274.0,3.7188,116600.0,INLAND,13601
16.0,3471.0,708.0,1769.0,691.0,4.1064,246100.0,<1H OCEAN,10283
12.0,4459.0,928.0,2471.0,888.0,3.5179,252700.0,NEAR OCEAN,15266
29.0,873.0,226.0,649.0,198.0,2.7986,114400.0,INLAND,13199
28.0,8399.0,1839.0,3470.0,1340.0,2.5885,159000.0,INLAND,12343
15.0,1472.0,228.0,892.0,257.0,5.3909,113000.0,INLAND,19932
26.0,1625.0,440.0,533.0,414.0,1.808,58500.0,<1H OCEAN,11532
24.0,1698.0,344.0,927.0,313.0,3.5625,130800.0,INLAND,16525
14.0,3335.0,440.0,1329.0,429.0,6.2082,250300.0,INLAND,12935
20.0,1391.0,393.0,856.0,360.0,3.184,220000.0,<1H OCEAN,10826
34.0,876.0,150.0,424.0,163.0,5.2769,241100.0,<1H OCEAN,17582
18.0,4438.0,939.0,1901.0,895.0,5.3873,288300.0,<1H OCEAN,17951
18.0,4947.0,714.0,2227.0,675.0,4.8542,170500.0,INLAND,13022
33.0,3280.0,569.0,1583.0,559.0,4.5625,253500.0,<1H OCEAN,17633
37.0,2403.0,550.0,1234.0,493.0,2.0,72100.0,INLAND,13615
24.0,2311.0,536.0,1005.0,525.0,2.9,185200.0,<1H OCEAN,15026
18.0,4839.0,918.0,2755.0,841.0,3.75,248300.0,<1H OCEAN,19244
21.0,9807.0,1614.0,4199.0,1554.0,5.0145,246600.0,<1H OCEAN,20343
23.0,1793.0,319.0,1145.0,310.0,5.5968,243200.0,<1H OCEAN,17832
16.0,2969.0,514.0,1594.0,465.0,4.5221,168300.0,<1H OCEAN,14543
36.0,2072.0,408.0,964.0,395.0,2.8702,137000.0,INLAND,13291
28.0,6175.0,1449.0,5041.0,1408.0,2.8821,158100.0,<1H OCEAN,6551
36.0,2253.0,434.0,1018.0,426.0,3.2596,98700.0,INLAND,12714
20.0,1151.0,211.0,478.0,183.0,5.93,384600.0,<1H OCEAN,19186
5.0,4718.0,1140.0,2564.0,1056.0,2.9877,119900.0,INLAND,13534
13.0,2815.0,535.0,1492.0,491.0,4.0945,135700.0,INLAND,9105
35.0,3148.0,597.0,2110.0,587.0,3.9479,203800.0,<1H OCEAN,11276
8.0,3955.0,815.0,2184.0,725.0,3.3438,127600.0,INLAND,13469
7.0,439.0,84.0,246.0,80.0,3.0781,162500.0,INLAND,10000
36.0,1741.0,412.0,1245.0,423.0,4.1344,210300.0,<1H OCEAN,8516
33.0,1641.0,284.0,659.0,282.0,6.0884,432900.0,NEAR BAY,18310
46.0,1993.0,404.0,850.0,327.0,5.208,206800.0,NEAR OCEAN,18605
38.0,694.0,112.0,412.0,119.0,6.0718,156000.0,<1H OCEAN,8344
16.0,7077.0,1179.0,3502.0,1148.0,5.9919,345100.0,NEAR OCEAN,17180
25.0,1305.0,270.0,789.0,235.0,3.2993,91100.0,INLAND,16472
24.0,2311.0,536.0,1005.0,525.0,2.9,185200.0,<1H OCEAN,15026
9.0,5685.0,1442.0,3773.0,1250.0,3.0426,129900.0,<1H OCEAN,15507
25.0,182.0,48.0,71.0,52.0,1.0208,78600.0,INLAND,18989
52.0,1354.0,314.0,679.0,311.0,1.7788,97400.0,INLAND,16195
29.0,2370.0,475.0,1746.0,483.0,3.7464,113500.0,INLAND,9118
43.0,1226.0,244.0,491.0,205.0,4.9286,307000.0,NEAR BAY,9269
31.0,3062.0,,1263.0,539.0,3.0875,291500.0,NEAR OCEAN,14153
47.0,1723.0,389.0,1216.0,399.0,3.3208,238600.0,NEAR OCEAN,16035
34.0,3416.0,601.0,1929.0,567.0,4.0147,107400.0,INLAND,9126
29.0,1312.0,267.0,922.0,255.0,3.1902,202400.0,<1H OCEAN,11559
36.0,2099.0,510.0,1845.0,483.0,1.4138,52500.0,INLAND,12603
44.0,1626.0,383.0,1063.0,334.0,2.4348,220700.0,<1H OCEAN,6852
23.0,1100.0,285.0,940.0,267.0,3.6953,150000.0,<1H OCEAN,11045
24.0,534.0,88.0,249.0,74.0,5.3254,240500.0,<1H OCEAN,10869
33.0,1828.0,396.0,766.0,378.0,4.4531,500001.0,NEAR BAY,17141
27.0,3436.0,755.0,1568.0,709.0,2.4273,138400.0,INLAND,11736
31.0,702.0,161.0,236.0,144.0,5.0497,500001.0,<1H OCEAN,8582
19.0,2207.0,810.0,1304.0,775.0,2.1406,402500.0,NEAR BAY,18334
38.0,2458.0,488.0,1135.0,453.0,2.875,99100.0,INLAND,13566
17.0,3164.0,652.0,1123.0,699.0,2.082,80000.0,<1H OCEAN,15537
36.0,1596.0,234.0,654.0,223.0,8.2064,500001.0,NEAR OCEAN,8789
36.0,2535.0,451.0,1390.0,436.0,5.3398,260900.0,NEAR OCEAN,16794
27.0,2049.0,417.0,1230.0,336.0,4.6477,265900.0,INLAND,13151
24.0,1328.0,290.0,1012.0,306.0,4.2813,189500.0,<1H OCEAN,11325
16.0,3705.0,739.0,2463.0,697.0,2.5288,61800.0,INLAND,9245
34.0,2011.0,472.0,1087.0,423.0,3.0465,187800.0,<1H OCEAN,7761
19.0,2500.0,331.0,1027.0,327.0,6.115,315600.0,<1H OCEAN,10592
44.0,1697.0,413.0,1396.0,363.0,1.5474,83300.0,NEAR OCEAN,14282
21.0,1189.0,281.0,577.0,264.0,3.3155,237500.0,<1H OCEAN,11630
31.0,2485.0,436.0,942.0,448.0,4.8,220800.0,NEAR OCEAN,14720
52.0,1460.0,492.0,1165.0,455.0,2.5833,167500.0,<1H OCEAN,17569
31.0,2825.0,546.0,1908.0,563.0,3.9798,187500.0,<1H OCEAN,11273
27.0,1127.0,294.0,839.0,276.0,1.3807,53100.0,INLAND,20048
43.0,1536.0,371.0,1256.0,357.0,2.8,153300.0,<1H OCEAN,17766
20.0,1750.0,352.0,834.0,340.0,2.485,100600.0,INLAND,18736
30.0,3298.0,634.0,1532.0,602.0,5.0863,332000.0,<1H OCEAN,18019
29.0,1570.0,482.0,1849.0,430.0,2.6563,162500.0,<1H OCEAN,11128
24.0,1635.0,507.0,2480.0,481.0,2.4432,187500.0,<1H OCEAN,7357
23.0,1630.0,362.0,1267.0,418.0,2.5625,131100.0,NEAR OCEAN,14903
40.0,1444.0,312.0,881.0,303.0,3.1083,220500.0,<1H OCEAN,6900
17.0,3785.0,494.0,1527.0,507.0,8.4443,358500.0,<1H OCEAN,20376
44.0,2080.0,489.0,1781.0,478.0,3.6827,215300.0,NEAR BAY,16739
29.0,3873.0,797.0,2237.0,706.0,2.1736,72100.0,INLAND,12656
24.0,3571.0,722.0,1409.0,543.0,4.6518,277800.0,<1H OCEAN,10450
30.0,1721.0,399.0,1878.0,382.0,2.5363,83900.0,INLAND,19512
19.0,2153.0,458.0,1317.0,386.0,1.7564,42600.0,INLAND,20042
14.0,1156.0,216.0,574.0,227.0,3.2396,143800.0,INLAND,18988
16.0,1641.0,354.0,945.0,318.0,3.4261,219700.0,<1H OCEAN,10557
52.0,3321.0,1115.0,1576.0,1034.0,2.0987,458300.0,NEAR BAY,15642
36.0,2715.0,474.0,1303.0,457.0,4.6042,357300.0,NEAR OCEAN,8813
29.0,1986.0,474.0,337.0,100.0,4.0278,95800.0,INLAND,10078
52.0,1029.0,205.0,461.0,212.0,5.0782,310800.0,NEAR BAY,15856
29.0,1976.0,444.0,1254.0,371.0,2.1782,126800.0,<1H OCEAN,7577
17.0,2545.0,737.0,1468.0,699.0,1.9439,177700.0,<1H OCEAN,11562
17.0,3595.0,790.0,2760.0,770.0,2.3233,78800.0,INLAND,12635
24.0,3308.0,548.0,1891.0,544.0,5.6683,248700.0,<1H OCEAN,17847
11.0,4091.0,864.0,1927.0,765.0,3.0139,199000.0,<1H OCEAN,15472
14.0,2534.0,705.0,1495.0,583.0,1.9167,156300.0,INLAND,12684
52.0,1318.0,308.0,1368.0,310.0,1.8261,54600.0,INLAND,16201
16.0,3120.0,685.0,2383.0,681.0,3.5551,198600.0,INLAND,18492
37.0,3223.0,564.0,1325.0,539.0,4.0938,126900.0,NEAR BAY,18895
24.0,3592.0,533.0,1683.0,528.0,6.7247,333800.0,NEAR OCEAN,17484
37.0,1039.0,260.0,719.0,243.0,3.0288,161400.0,<1H OCEAN,11206
17.0,2830.0,502.0,1370.0,459.0,5.1785,247300.0,<1H OCEAN,11071
33.0,3007.0,498.0,1252.0,488.0,3.8816,134600.0,INLAND,13735
21.0,1386.0,260.0,946.0,257.0,6.5226,258500.0,<1H OCEAN,17830
33.0,3260.0,673.0,1784.0,666.0,3.5078,126500.0,NEAR OCEAN,14145
52.0,55.0,18.0,65.0,22.0,1.6591,112500.0,NEAR OCEAN,14345
26.0,5550.0,1153.0,2372.0,1058.0,2.5509,181800.0,NEAR OCEAN,15301
52.0,1651.0,351.0,973.0,366.0,3.4583,240900.0,NEAR BAY,15917
25.0,5404.0,906.0,2338.0,883.0,6.0577,451800.0,<1H OCEAN,18134
35.0,2297.0,497.0,1428.0,497.0,4.7431,239700.0,<1H OCEAN,18202
37.0,1255.0,238.0,671.0,278.0,3.7019,138600.0,<1H OCEAN,15069
42.0,2905.0,561.0,1457.0,551.0,2.2566,82100.0,INLAND,19628
24.0,2834.0,470.0,1815.0,471.0,4.7357,162500.0,INLAND,13206
10.0,972.0,212.0,773.0,219.0,1.3125,135700.0,INLAND,12121
47.0,1885.0,361.0,954.0,357.0,3.8512,171300.0,<1H OCEAN,8358
29.0,1303.0,308.0,861.0,263.0,1.0208,55800.0,INLAND,12555
9.0,2782.0,884.0,1790.0,748.0,2.9154,203300.0,<1H OCEAN,5590
43.0,2534.0,592.0,2448.0,603.0,2.4884,130500.0,<1H OCEAN,9697
8.0,828.0,168.0,413.0,146.0,3.375,80700.0,INLAND,9208
27.0,2181.0,501.0,1555.0,488.0,3.6106,196400.0,<1H OCEAN,10133
31.0,3413.0,764.0,2326.0,728.0,4.325,187100.0,<1H OCEAN,11107
18.0,4552.0,706.0,1918.0,671.0,7.5791,288100.0,<1H OCEAN,10358
19.0,1858.0,359.0,790.0,347.0,4.5156,339300.0,<1H OCEAN,18048
14.0,4376.0,797.0,1809.0,746.0,3.8244,180000.0,<1H OCEAN,19274
22.0,5201.0,865.0,3280.0,817.0,4.7952,141400.0,NEAR OCEAN,14990
50.0,1135.0,215.0,500.0,207.0,4.2614,211300.0,<1H OCEAN,17576
43.0,527.0,133.0,367.0,152.0,2.5,63600.0,INLAND,16252
40.0,973.0,272.0,1257.0,258.0,2.8214,158000.0,<1H OCEAN,7304
17.0,3033.0,590.0,1319.0,583.0,2.4811,111800.0,INLAND,10035
37.0,1834.0,551.0,1967.0,476.0,2.137,126600.0,NEAR OCEAN,8216
24.0,979.0,201.0,723.0,205.0,2.5926,72300.0,INLAND,12628
45.0,1165.0,236.0,845.0,251.0,4.1875,267300.0,NEAR OCEAN,16927
17.0,2500.0,343.0,1242.0,368.0,7.7313,316700.0,<1H OCEAN,11421
52.0,3307.0,553.0,1269.0,529.0,4.3176,136200.0,INLAND,11903
16.0,5179.0,1271.0,2181.0,1151.0,2.1009,82500.0,INLAND,12981
11.0,1711.0,493.0,1094.0,543.0,3.73,227700.0,<1H OCEAN,17971
43.0,1432.0,308.0,782.0,303.0,4.3333,303900.0,<1H OCEAN,5509
52.0,1911.0,415.0,777.0,412.0,2.2429,221100.0,NEAR OCEAN,14297
16.0,1579.0,327.0,934.0,298.0,2.7305,73800.0,INLAND,13991
16.0,2704.0,463.0,1322.0,424.0,3.7857,227000.0,<1H OCEAN,15371
28.0,2112.0,363.0,1011.0,335.0,4.2222,108900.0,INLAND,19827
52.0,1567.0,482.0,654.0,425.0,2.6914,366700.0,NEAR BAY,15763
17.0,6725.0,1051.0,3439.0,1027.0,6.4313,393100.0,<1H OCEAN,18481
16.0,2542.0,498.0,1022.0,494.0,4.0,223400.0,<1H OCEAN,10661
52.0,1211.0,447.0,1102.0,392.0,1.6875,161400.0,<1H OCEAN,18573
4.0,4082.0,578.0,1996.0,580.0,6.7813,286300.0,INLAND,13232
22.0,2199.0,361.0,1270.0,386.0,5.1149,235700.0,<1H OCEAN,17738
11.0,1613.0,335.0,1617.0,342.0,3.1375,146200.0,INLAND,13156
4.0,2782.0,817.0,1309.0,787.0,4.2621,124200.0,NEAR OCEAN,14670
52.0,1621.0,284.0,588.0,272.0,6.2223,500001.0,<1H OCEAN,4680
30.0,1901.0,519.0,2685.0,496.0,3.2639,120100.0,<1H OCEAN,7915
28.0,2213.0,390.0,1096.0,378.0,3.6923,86900.0,INLAND,18707
52.0,1576.0,239.0,696.0,249.0,6.07,261800.0,<1H OCEAN,6635
25.0,3179.0,639.0,2526.0,623.0,3.3281,180800.0,<1H OCEAN,11261
34.0,1954.0,357.0,1130.0,367.0,4.6447,304500.0,NEAR OCEAN,16778
16.0,2921.0,639.0,1838.0,540.0,2.2393,117000.0,<1H OCEAN,15386
34.0,2254.0,630.0,2984.0,625.0,2.5,162500.0,<1H OCEAN,10920
39.0,2078.0,561.0,1901.0,504.0,1.1468,96900.0,<1H OCEAN,5199
25.0,3554.0,528.0,1600.0,537.0,6.6453,270100.0,<1H OCEAN,11592
42.0,876.0,216.0,713.0,203.0,3.84,235900.0,NEAR OCEAN,16753
39.0,2254.0,,1388.0,404.0,2.9688,232000.0,NEAR OCEAN,16039
36.0,2378.0,476.0,957.0,362.0,3.625,253100.0,NEAR OCEAN,9434
6.0,2187.0,277.0,697.0,273.0,6.2685,307400.0,NEAR OCEAN,17458
16.0,6352.0,1747.0,5085.0,1649.0,2.8835,193800.0,<1H OCEAN,11067
30.0,1856.0,444.0,899.0,435.0,3.1505,270000.0,<1H OCEAN,8680
12.0,4281.0,786.0,1891.0,721.0,3.5769,231800.0,<1H OCEAN,15602
28.0,1062.0,309.0,1058.0,305.0,1.5071,316700.0,NEAR OCEAN,17479
44.0,2570.0,509.0,1145.0,503.0,2.5694,92400.0,INLAND,12566
25.0,1321.0,295.0,396.0,278.0,3.1131,77100.0,<1H OCEAN,10712
18.0,1652.0,352.0,711.0,292.0,3.1071,213200.0,<1H OCEAN,9497
12.0,1159.0,209.0,523.0,159.0,2.7232,123200.0,INLAND,12096
30.0,5201.0,1104.0,2961.0,1064.0,3.2661,140400.0,NEAR OCEAN,14613
5.0,20908.0,3933.0,9690.0,3510.0,4.1405,198500.0,<1H OCEAN,15414
35.0,1891.0,353.0,1093.0,382.0,4.0167,165500.0,<1H OCEAN,6169
4.0,7474.0,1037.0,2969.0,1007.0,8.7591,434700.0,<1H OCEAN,10538
36.0,1493.0,316.0,989.0,293.0,3.5272,213700.0,<1H OCEAN,6906
25.0,1995.0,637.0,743.0,597.0,1.4617,46900.0,<1H OCEAN,11531
43.0,2336.0,644.0,1203.0,614.0,2.3594,127800.0,NEAR OCEAN,14071
37.0,239.0,49.0,308.0,52.0,1.4028,105400.0,<1H OCEAN,7490
42.0,2574.0,614.0,2377.0,588.0,3.2891,237900.0,NEAR OCEAN,16929
35.0,1924.0,520.0,2101.0,541.0,2.4267,151500.0,<1H OCEAN,7427
18.0,1534.0,275.0,741.0,263.0,3.9607,132500.0,INLAND,16460
23.0,2597.0,335.0,922.0,338.0,10.5142,500001.0,<1H OCEAN,18282
45.0,858.0,254.0,510.0,200.0,1.0114,80000.0,INLAND,12534
23.0,2812.0,769.0,1983.0,681.0,2.9413,229400.0,NEAR OCEAN,16776
25.0,1435.0,304.0,746.0,259.0,1.7788,57900.0,INLAND,9454
7.0,120.0,21.0,50.0,27.0,12.5,281000.0,NEAR OCEAN,16829
43.0,1748.0,366.0,984.0,371.0,4.5116,337800.0,NEAR OCEAN,16961
52.0,2514.0,729.0,1428.0,597.0,2.3977,412500.0,NEAR BAY,15764
36.0,1784.0,311.0,901.0,293.0,6.2247,339000.0,<1H OCEAN,8749
50.0,2960.0,761.0,1179.0,718.0,3.5214,398100.0,NEAR OCEAN,8298
20.0,1349.0,238.0,601.0,203.0,3.5417,96600.0,INLAND,11843
32.0,1901.0,400.0,946.0,418.0,2.7264,311100.0,<1H OCEAN,10785
52.0,3034.0,406.0,1158.0,399.0,6.2976,498400.0,<1H OCEAN,5754
8.0,2205.0,348.0,777.0,341.0,6.0266,177400.0,<1H OCEAN,14686
45.0,1585.0,329.0,981.0,373.0,3.0313,135800.0,NEAR BAY,1765
17.0,1621.0,299.0,1028.0,293.0,5.2722,186900.0,<1H OCEAN,17851
48.0,2012.0,422.0,893.0,394.0,2.7928,175000.0,NEAR OCEAN,14081
34.0,2254.0,630.0,2984.0,625.0,2.5,162500.0,<1H OCEAN,10920
25.0,3250.0,546.0,1452.0,501.0,5.1084,303800.0,<1H OCEAN,10112
5.0,10394.0,1617.0,4496.0,1553.0,5.9289,411300.0,NEAR OCEAN,15229
39.0,962.0,229.0,999.0,221.0,3.375,126000.0,<1H OCEAN,7190
16.0,3331.0,839.0,1955.0,763.0,1.6148,86600.0,INLAND,19921
17.0,3275.0,599.0,2422.0,637.0,3.7092,190500.0,<1H OCEAN,20130
17.0,6663.0,1369.0,2840.0,1299.0,2.9452,115600.0,INLAND,13059
17.0,1665.0,247.0,755.0,254.0,6.5764,349000.0,<1H OCEAN,10164
28.0,5096.0,1011.0,2588.0,954.0,5.357,355200.0,<1H OCEAN,17964
33.0,2271.0,389.0,1100.0,380.0,3.5978,88300.0,INLAND,13604
24.0,4787.0,562.0,1653.0,548.0,12.9758,500001.0,NEAR OCEAN,8795
19.0,1783.0,415.0,1025.0,383.0,4.1484,230000.0,<1H OCEAN,11395
39.0,1469.0,226.0,553.0,225.0,7.8496,490800.0,<1H OCEAN,10793
11.0,3170.0,420.0,1418.0,432.0,7.5118,361900.0,<1H OCEAN,20430
46.0,705.0,167.0,655.0,149.0,3.5938,141100.0,<1H OCEAN,7164
44.0,2080.0,489.0,1781.0,478.0,3.6827,215300.0,NEAR BAY,16739
46.0,200.0,77.0,180.0,65.0,1.0658,93800.0,NEAR OCEAN,14270
31.0,2366.0,383.0,1077.0,387.0,4.2992,174400.0,<1H OCEAN,15021
27.0,3055.0,677.0,1407.0,610.0,2.1702,179700.0,<1H OCEAN,16688
26.0,1704.0,315.0,918.0,310.0,3.2464,208000.0,NEAR OCEAN,16668
18.0,2339.0,443.0,1097.0,416.0,3.3438,176100.0,<1H OCEAN,16724
15.0,1112.0,256.0,411.0,245.0,2.0625,314300.0,NEAR OCEAN,17300
16.0,2312.0,303.0,1158.0,295.0,7.4323,311800.0,<1H OCEAN,18433
17.0,4754.0,877.0,2412.0,832.0,4.3548,192300.0,<1H OCEAN,15222
44.0,865.0,208.0,537.0,183.0,1.9,110900.0,<1H OCEAN,4771
29.0,4045.0,885.0,3036.0,845.0,3.1982,171700.0,<1H OCEAN,17788
37.0,4142.0,1031.0,1936.0,968.0,2.693,174100.0,NEAR OCEAN,14060
20.0,1992.0,363.0,889.0,346.0,3.6516,130500.0,INLAND,13010
18.0,2130.0,545.0,863.0,346.0,2.3571,79200.0,INLAND,9456
9.0,1431.0,254.0,681.0,221.0,3.045,170400.0,INLAND,10011
8.0,6322.0,1001.0,2969.0,1043.0,4.8233,214000.0,<1H OCEAN,19155
45.0,1790.0,316.0,1035.0,312.0,4.0985,173100.0,<1H OCEAN,6606
13.0,1330.0,216.0,719.0,215.0,3.8295,149600.0,<1H OCEAN,14984
20.0,2352.0,556.0,1217.0,481.0,1.6063,55400.0,INLAND,13894
33.0,1828.0,396.0,766.0,378.0,4.4531,500001.0,NEAR BAY,17141
31.0,1267.0,319.0,545.0,297.0,1.9946,206800.0,NEAR BAY,9905
23.0,2628.0,499.0,1210.0,453.0,3.0952,157700.0,INLAND,12924
18.0,8046.0,1221.0,4276.0,1228.0,6.5515,319600.0,<1H OCEAN,7906
14.0,3776.0,580.0,1877.0,559.0,5.1365,215000.0,INLAND,12083
26.0,3218.0,1021.0,2087.0,964.0,3.2875,182700.0,NEAR BAY,18234
17.0,2545.0,737.0,1468.0,699.0,1.9439,177700.0,<1H OCEAN,11562
7.0,3598.0,701.0,2080.0,678.0,3.1111,72400.0,INLAND,19880
25.0,1607.0,280.0,899.0,260.0,3.8194,134400.0,NEAR OCEAN,14778
32.0,2297.0,287.0,814.0,283.0,15.0001,500001.0,NEAR OCEAN,17167
27.0,1065.0,214.0,508.0,198.0,2.625,91700.0,INLAND,19770
18.0,2355.0,444.0,1277.0,433.0,3.4551,121400.0,<1H OCEAN,14978
21.0,4151.0,1018.0,2054.0,925.0,4.9821,292900.0,<1H OCEAN,8615
38.0,2750.0,572.0,1410.0,483.0,3.3836,144900.0,INLAND,13288
19.0,2207.0,810.0,1304.0,775.0,2.1406,402500.0,NEAR BAY,18334
17.0,3595.0,790.0,2760.0,770.0,2.3233,78800.0,INLAND,12635
17.0,2116.0,474.0,662.0,443.0,3.5625,180800.0,<1H OCEAN,10697
35.0,1729.0,438.0,1308.0,412.0,2.5321,197200.0,<1H OCEAN,6866
17.0,1042.0,210.0,650.0,215.0,3.1,84200.0,<1H OCEAN,14725
18.0,1846.0,419.0,1581.0,387.0,3.0982,111300.0,<1H OCEAN,15430
17.0,5236.0,1325.0,3308.0,1233.0,2.3221,138800.0,<1H OCEAN,15068
36.0,2024.0,,1030.0,390.0,3.8233,139800.0,NEAR OCEAN,14174
38.0,2011.0,448.0,1190.0,403.0,1.8654,89400.0,INLAND,13543
11.0,4091.0,864.0,1927.0,765.0,3.0139,199000.0,<1H OCEAN,15472
6.0,16222.0,2309.0,6700.0,2080.0,6.4963,308100.0,<1H OCEAN,20441
46.0,2280.0,492.0,807.0,366.0,2.6316,117000.0,<1H OCEAN,19327
14.0,5034.0,797.0,2124.0,790.0,4.9028,335000.0,<1H OCEAN,18479
20.0,4228.0,1006.0,2334.0,1007.0,4.3081,227300.0,<1H OCEAN,17987
34.0,1075.0,318.0,906.0,294.0,3.0052,242500.0,NEAR OCEAN,16807
36.0,1397.0,289.0,661.0,243.0,4.125,239600.0,NEAR OCEAN,18596
37.0,1269.0,340.0,1369.0,302.0,2.2102,87200.0,NEAR OCEAN,14264
17.0,7352.0,1699.0,3331.0,1634.0,2.7006,166300.0,<1H OCEAN,15022
